epoch,train_loss,train_loc_loss,train_cls_loss,val_loss,val_loc_loss,val_cls_loss,mAP50,mAP95,precision_avg,recall_avg,mAP95_bus,precision_bus,recall_bus,mAP95_car,precision_car,recall_car,mAP95_motorbike,precision_motorbike,recall_motorbike,mAP95_truck,precision_truck,recall_truck,learning_rate
11,0.33842480182647705,0.2137412428855896,0.10821174085140228,0.17952610485589326,0.11135077176254186,0.05900310102238584,0.8741539716720581,0.6023170351982117,0.3371188952625323,0.3624809646743652,0.6016005277633667,0.6669525504112244,0.5623776316642761,0.5783373713493347,0.760697603225708,0.6391658782958984,0.5844593048095703,0.7126283049583435,0.8277300000190735,0.6630080342292786,0.6212385892868042,0.7878710627555847,0.0001
12,0.33226582407951355,0.21031233668327332,0.10603009909391403,0.17660404119028975,0.10952731132952136,0.057926600548758436,0.87858647108078,0.6081212759017944,0.3382335408123761,0.36241521599667204,0.603503942489624,0.675093948841095,0.5663408041000366,0.5875464677810669,0.7621157765388489,0.6432719230651855,0.58380526304245,0.7166754007339478,0.8266875147819519,0.6665867567062378,0.6249808073043823,0.7810665965080261,0.0001
13,0.3259717524051666,0.20716479420661926,0.10343888401985168,0.17648773518071245,0.1099070222742522,0.05785173945017715,0.8812825679779053,0.6104311943054199,0.33993912491712136,0.3625643747868563,0.6032552123069763,0.675083339214325,0.5665880441665649,0.5967980623245239,0.7637490034103394,0.6432138681411743,0.587890088558197,0.7246600389480591,0.8251237869262695,0.6647814512252808,0.6249501705169678,0.7856596112251282,0.0001
14,0.31950128078460693,0.2032618224620819,0.10132342576980591,0.17197163580958522,0.10700519850004965,0.056418973340916986,0.8813485503196716,0.611739993095398,0.33941260377711746,0.3630827487433556,0.6024231314659119,0.680720865726471,0.5729959607124329,0.5908199548721313,0.7640227675437927,0.6430000066757202,0.588836133480072,0.7194418907165527,0.8299452662467957,0.6654524803161621,0.6240299344062805,0.7852343320846558,0.0001
15,0.3145909011363983,0.2006792575120926,0.09952813386917114,0.17112459575951988,0.1061089651575729,0.05648623195601933,0.8822875022888184,0.6162662506103516,0.3401457330112228,0.3632274787195425,0.6111518740653992,0.6879485845565796,0.5750510692596436,0.5909133553504944,0.7680200338363647,0.6466724872589111,0.5907014012336731,0.7157719135284424,0.8283815383911133,0.6679607629776001,0.6253489255905151,0.7841286063194275,0.0001
16,0.30947941541671753,0.19795933365821838,0.09737254679203033,0.17202368222955447,0.10696566883307784,0.056434429737169355,0.885626494884491,0.6202155947685242,0.34129696333251325,0.3622717428781289,0.6074028611183167,0.6913474798202515,0.5824781656265259,0.5996339321136475,0.768834114074707,0.6449461579322815,0.5918353199958801,0.724760115146637,0.8268178105354309,0.6660755276679993,0.6242139935493469,0.7810665965080261,0.0001
17,0.3044356405735016,0.19479545950889587,0.09604226052761078,0.1693636721639491,0.10616893721605415,0.054779764320423356,0.8889366388320923,0.622677206993103,0.3426531959597464,0.36428034086744254,0.6201276779174805,0.6882643103599548,0.5647100210189819,0.6176068782806396,0.7703197598457336,0.6477431058883667,0.5948328971862793,0.7283297777175903,0.8294240236282349,0.6673057079315186,0.6288763880729675,0.7886365652084351,0.0001
18,0.3016256093978882,0.19340059161186218,0.09484711289405823,0.1658586241416077,0.1034379887269504,0.054232109671653206,0.88974529504776,0.6269901394844055,0.34311020178173485,0.3632361151672869,0.6167314052581787,0.692863404750824,0.5900928974151611,0.6082727909088135,0.7705115079879761,0.6489201188087463,0.5950738787651062,0.7303760647773743,0.8244722485542297,0.6680406332015991,0.6270359754562378,0.786340057849884,0.0001
19,0.29656052589416504,0.1904163807630539,0.09309947490692139,0.16600726567097565,0.1034691209223733,0.05455185906655753,0.8885761499404907,0.6311992406845093,0.3427909193986998,0.3641557142913646,0.6222743391990662,0.699586033821106,0.5910179615020752,0.6119185090065002,0.7695777416229248,0.6488397717475891,0.5958819389343262,0.7280279397964478,0.8275997042655945,0.6683282256126404,0.628170907497406,0.789146900177002,0.0001
20,0.2922637462615967,0.18807634711265564,0.09142401814460754,0.16487452543493528,0.10278946772884967,0.05411700965530837,0.889260470867157,0.6332046389579773,0.34281626251794073,0.36410959469697757,0.6249123811721802,0.7011880278587341,0.5942246317863464,0.6124933958053589,0.7695985436439514,0.6486020684242249,0.5952092409133911,0.7291203141212463,0.8260359764099121,0.6689513325691223,0.6282322406768799,0.7896572351455688,0.0001
21,0.2886655628681183,0.18590128421783447,0.0902724489569664,0.16485711887701235,0.10224758166430602,0.05465633516658598,0.8945693969726562,0.6396202445030212,0.34489622878561765,0.36438845390918567,0.6345019340515137,0.7011528611183167,0.5947569012641907,0.628069281578064,0.7781171202659607,0.6490042209625244,0.5951998233795166,0.7368485927581787,0.8299452662467957,0.667353630065918,0.6267905831336975,0.7910181283950806,0.0001
22,0.2851322889328003,0.18396717309951782,0.08893835544586182,0.16411343394820369,0.10211356462382559,0.05402412187697282,0.8922621607780457,0.6352739930152893,0.34389510399058787,0.3649163987005555,0.6271413564682007,0.7021918296813965,0.5901172757148743,0.6216453909873962,0.7719184756278992,0.6493366360664368,0.595495879650116,0.7344098687171936,0.8305968046188354,0.6687755584716797,0.6267292499542236,0.7932295799255371,0.0001
23,0.2819846570491791,0.1823004186153412,0.08766227960586548,0.16280999212567485,0.1017159507123392,0.053184700657182664,0.8941754102706909,0.6384466886520386,0.3448794792314394,0.36475400557857107,0.6356476545333862,0.7015938758850098,0.5970588326454163,0.6194864511489868,0.7803422212600708,0.6501295566558838,0.5979174971580505,0.7306466102600098,0.8325514793395996,0.6697021722793579,0.6291831731796265,0.7865952253341675,0.0001
24,0.27860772609710693,0.18051740527153015,0.08632487058639526,0.16104747766434258,0.10023066023392464,0.052862492237073275,0.8961912393569946,0.643336296081543,0.3452682100273125,0.3647652221753246,0.6375176906585693,0.7069932818412781,0.5975303649902344,0.6313038468360901,0.7783648371696472,0.6506649851799011,0.5982704162597656,0.7348453998565674,0.8290330767631531,0.669063150882721,0.6298579573631287,0.7901675701141357,0.0001
25,0.27549147605895996,0.1786811649799347,0.08531130850315094,0.16122793406248093,0.10008477808824226,0.053400727405921736,0.8938712477684021,0.641306459903717,0.3445847264969785,0.3643358066573319,0.6378943920135498,0.7102152705192566,0.5927277207374573,0.6243883371353149,0.7786550521850586,0.6506483554840088,0.596747100353241,0.7306272983551025,0.8309877514839172,0.6689673066139221,0.6258397102355957,0.7888917326927185,0.0001
26,0.2734624147415161,0.17738768458366394,0.08485282957553864,0.15897379771097384,0.09855175641045641,0.052708167916358406,0.8958942294120789,0.6443426609039307,0.34540866653819363,0.36460851802233274,0.6363915801048279,0.7132694125175476,0.5984334349632263,0.6292762756347656,0.7795742750167847,0.6507964730262756,0.5976602435112,0.735238254070282,0.831639289855957,0.6693347096443176,0.629213809967041,0.786680281162262,0.0001
27,0.2700411081314087,0.17567497491836548,0.08325126767158508,0.16162858981249936,0.10008062844845786,0.05387195761301624,0.896609902381897,0.6416158080101013,0.3453945646918085,0.3650406641348138,0.632854700088501,0.7078951597213745,0.5962381958961487,0.6294752359390259,0.7784463167190552,0.6501740217208862,0.5987870097160339,0.7357491850852966,0.8290330767631531,0.6676092743873596,0.6298579573631287,0.7938249707221985,0.0001
28,0.26787418127059937,0.17441366612911224,0.08256597816944122,0.16161031487272748,0.10014978151268034,0.05388253115451158,0.8959228992462158,0.6450527310371399,0.3452956874377967,0.3636487227558487,0.6405739784240723,0.7111610770225525,0.5941351652145386,0.6343407034873962,0.7771347761154175,0.6512141227722168,0.5989559888839722,0.7350605726242065,0.8266875147819519,0.6676092743873596,0.6287230253219604,0.7861699461936951,0.0001
29,0.26524031162261963,0.1728067249059677,0.08164815604686737,0.16026850500658377,0.09880506592010384,0.05365769414981799,0.8982168436050415,0.6487764120101929,0.34619335584714966,0.36475230009114107,0.6422321796417236,0.7141019701957703,0.6013271808624268,0.6374443173408508,0.781991183757782,0.6516042947769165,0.5977851152420044,0.7381662726402283,0.8309877514839172,0.6690950989723206,0.627342700958252,0.7905928492546082,0.0001
30,0.26274579763412476,0.17141278088092804,0.08070264756679535,0.16036274295244643,0.09935252746539329,0.05347486463055682,0.894925594329834,0.6454867720603943,0.3451307950570943,0.36348114966669465,0.6368357539176941,0.7163534164428711,0.6027652025222778,0.6259927749633789,0.780971884727478,0.6510050892829895,0.5971683263778687,0.7319010496139526,0.8273390531539917,0.6679288148880005,0.6259010434150696,0.786680281162262,0.0001
31,0.260855108499527,0.17034131288528442,0.08006565272808075,0.1622980924239799,0.1007858479200904,0.05387604620252082,0.895999014377594,0.6431003212928772,0.3454970387404316,0.36422268324342605,0.6437077522277832,0.712467610836029,0.5918704271316528,0.6243553757667542,0.7816379070281982,0.6508127450942993,0.5975763201713562,0.7339493036270142,0.8277300000190735,0.669366717338562,0.6280482411384583,0.7886365652084351,0.0001
32,0.2577359676361084,0.16861413419246674,0.07889871299266815,0.15956015251020886,0.09879044298805408,0.053202688082385416,0.897100031375885,0.6479318737983704,0.3459332325182711,0.3651330203647305,0.6376454830169678,0.7150335311889648,0.6004780530929565,0.6385705471038818,0.7757781147956848,0.6509362459182739,0.5989829301834106,0.7417685985565186,0.8305968046188354,0.6695743799209595,0.6278334856033325,0.7930594682693481,1e-05
33,0.26070839166641235,0.17098596692085266,0.07952237129211426,0.15662691230649378,0.09674738147365514,0.052375702604429045,0.8972437381744385,0.6401809453964233,0.3457747266057376,0.3646819313229348,0.6317447423934937,0.7048104405403137,0.590499222278595,0.6336694359779358,0.7778897285461426,0.6513315439224243,0.5977209806442261,0.7392555475234985,0.8295543193817139,0.6680246591567993,0.6282629370689392,0.7916135191917419,1e-05
34,0.26064178347587585,0.17082777619361877,0.07966677844524384,0.15614744286928603,0.09635713841043302,0.05221188457599327,0.8942493200302124,0.6434722542762756,0.34457419892273167,0.36470002338067087,0.6331732273101807,0.7090402841567993,0.6015421748161316,0.6301332712173462,0.773263156414032,0.6507028341293335,0.5972667932510376,0.7353608012199402,0.8283815383911133,0.6686158180236816,0.6292445063591003,0.7913583517074585,1e-05
35,0.2590430676937103,0.16979184746742249,0.07911194115877151,0.15587941668371655,0.09615617701366766,0.05215566549728166,0.8948771357536316,0.6416288018226624,0.3452894594542448,0.3640191966986497,0.6261427998542786,0.7109982967376709,0.5987498760223389,0.6306241750717163,0.7763416767120361,0.6487296223640442,0.5985967516899109,0.7386476397514343,0.8262965679168701,0.666874349117279,0.6288150548934937,0.7901675701141357,1e-05
36,0.2581501007080078,0.16941753029823303,0.07869037985801697,0.1558333172726987,0.09606804665344865,0.052138453655278506,0.8978807330131531,0.6427109837532043,0.3461483495346382,0.36466372614854947,0.6339208483695984,0.7140452861785889,0.5908955335617065,0.6319822072982788,0.7777195572853088,0.650928795337677,0.5987911224365234,0.7417473196983337,0.8295543193817139,0.6675933003425598,0.6301647424697876,0.7899974584579468,1e-05
37,0.2569655776023865,0.16888514161109924,0.07818973064422607,0.15571009801394903,0.09595484909281801,0.052153835323319506,0.8972560167312622,0.6418631076812744,0.34604377439146794,0.3643329322740161,0.6338537931442261,0.7124671339988708,0.5933752059936523,0.6277563571929932,0.7788170576095581,0.650873601436615,0.597626268863678,0.7410333156585693,0.8290330767631531,0.6680406332015991,0.6280175447463989,0.7895721793174744,1e-05
38,0.2543237805366516,0.1671702265739441,0.07737009227275848,0.15528296245567835,0.09583603479524157,0.051887500530748226,0.8963561058044434,0.6425271034240723,0.34581586063801195,0.36473257163974493,0.6340478658676147,0.7062428593635559,0.5990762114524841,0.630741536617279,0.777994692325592,0.6507705450057983,0.5978333950042725,0.7399282455444336,0.8295543193817139,0.6691589951515198,0.6276187896728516,0.7915284633636475,1e-05
39,0.25405779480934143,0.16698116064071655,0.07733125984668732,0.15546893662036354,0.09580790807506931,0.05221547731267872,0.8950458765029907,0.6411706209182739,0.34489528866162533,0.3639201981172913,0.6278623938560486,0.7140917181968689,0.5937392711639404,0.6289891004562378,0.776129961013794,0.6514723300933838,0.5975606441497803,0.7339994311332703,0.8292937278747559,0.6684240698814392,0.626453161239624,0.7871906161308289,1e-05
40,0.25333690643310547,0.16663286089897156,0.07690468430519104,0.15554057595445148,0.09586232355726299,0.05214350681696365,0.8957979679107666,0.6439383029937744,0.34524260350399305,0.36390684239153154,0.629295289516449,0.7133978605270386,0.5988736152648926,0.6341865062713623,0.7752777338027954,0.6512552499771118,0.5974344611167908,0.7379733920097351,0.8243419528007507,0.6686956882476807,0.6288150548934937,0.7894020676612854,1e-05
41,0.25188297033309937,0.16575276851654053,0.07662258297204971,0.15548840832354419,0.095681882727502,0.05221678755843817,0.8935014009475708,0.6399379968643188,0.3450664389982822,0.3632713073708335,0.6268380880355835,0.712779700756073,0.5911755561828613,0.6289585828781128,0.7756761908531189,0.6494216918945312,0.5981974601745605,0.7372362017631531,0.8260359764099121,0.667497456073761,0.6266372203826904,0.7859998345375061,1e-05
42,0.25122538208961487,0.1653909683227539,0.0762714147567749,0.1555010361680344,0.09578836775982558,0.05222237777354112,0.8932519555091858,0.6409172415733337,0.34471567653656965,0.3634441705607168,0.625714123249054,0.7135542035102844,0.5974071621894836,0.6269934177398682,0.7752625346183777,0.6491698026657104,0.5971308946609497,0.7361621856689453,0.8256450295448303,0.6674335598945618,0.6269439458847046,0.7875308394432068,1e-05
43,0.2498333603143692,0.1648368537425995,0.07547950744628906,0.15502061961746927,0.09555064264073301,0.05196076414700764,0.8929446339607239,0.6377702355384827,0.3446122780353073,0.36377929864211833,0.6164133548736572,0.7078676223754883,0.5938497185707092,0.6329501867294312,0.7697961330413818,0.6499912142753601,0.5950497984886169,0.7420610189437866,0.8257753252983093,0.6677210927009583,0.6253795623779297,0.7913583517074585,1e-05
44,0.24888327717781067,0.16418948769569397,0.07521943747997284,0.15511312547014722,0.09562205289726827,0.051902385901159316,0.8914933800697327,0.6327786445617676,0.3440442313105759,0.3627916874616054,0.6240578293800354,0.7000353336334229,0.5827861428260803,0.6242353320121765,0.7750963568687439,0.6495720744132996,0.5947098731994629,0.7329756021499634,0.8256450295448303,0.6673376560211182,0.6229256987571716,0.7864251136779785,1e-05
45,0.24815359711647034,0.16379913687705994,0.07493038475513458,0.15506374246593732,0.09560904095866787,0.05202429964026408,0.8922369480133057,0.6373430490493774,0.34431545229918264,0.3633600994618894,0.6237043142318726,0.7097023129463196,0.5919778943061829,0.6239877939224243,0.7740603089332581,0.6497370600700378,0.596081554889679,0.7346446514129639,0.8259056806564331,0.6675613522529602,0.6252875924110413,0.7881262302398682,1e-05
46,0.246465265750885,0.16300168633460999,0.07426147907972336,0.15519997644335476,0.09546131607311875,0.05210798989925811,0.8923502564430237,0.6377255320549011,0.3444199763829656,0.3631196905685719,0.627364456653595,0.708591103553772,0.5872514247894287,0.6276950240135193,0.7769632339477539,0.6497119069099426,0.5939826965332031,0.7347019910812378,0.8273390531539917,0.6673376560211182,0.6236004829406738,0.786680281162262,1e-05
47,0.24571016430854797,0.16237807273864746,0.07422155141830444,0.15496905003465825,0.09542214737009647,0.0519597153943866,0.8942922353744507,0.6376570463180542,0.3451753188057297,0.36354944559963986,0.6256124973297119,0.7105211019515991,0.5886096954345703,0.6258847713470459,0.7757061123847961,0.6512535810470581,0.5962327122688293,0.7382100820541382,0.8261662721633911,0.6687276363372803,0.6249501705169678,0.7885515093803406,1e-05
48,0.24538283050060272,0.16214247047901154,0.07411687076091766,0.15485846929585756,0.09550120136631068,0.05179349800099188,0.8931454420089722,0.6380568742752075,0.3446738113651208,0.3639477052159503,0.6207683086395264,0.710321843624115,0.5895227193832397,0.631614625453949,0.7731775045394897,0.6504829525947571,0.5957155227661133,0.7380145192146301,0.8274693489074707,0.66836017370224,0.6258397102355957,0.7899124026298523,1e-05
49,0.24469566345214844,0.16184350848197937,0.0738615095615387,0.15501892978130882,0.09552970940052573,0.05196279948994295,0.8918123841285706,0.639666736125946,0.3442796402052116,0.3625297976160537,0.6251804828643799,0.7088044881820679,0.5930843353271484,0.6315976977348328,0.773087203502655,0.6490926742553711,0.5921755433082581,0.739881694316864,0.8232994675636292,0.6663471460342407,0.6224655508995056,0.7881262302398682,1e-05
50,0.24324846267700195,0.16092756390571594,0.07336203753948212,0.1548509310875366,0.09535765169716592,0.051970646230142505,0.8902708292007446,0.6334864497184753,0.343650022826086,0.3622372965765392,0.6232445240020752,0.7031735181808472,0.5809597373008728,0.6265679597854614,0.7751505970954895,0.648081362247467,0.5903685688972473,0.7355996370315552,0.824211597442627,0.6647974252700806,0.6216987371444702,0.7871906161308289,1e-05
51,0.23727673292160034,0.15534326434135437,0.07248610258102417,0.1549243335403613,0.09518591203351519,0.05218147508688827,0.9016512036323547,0.6625639200210571,0.347488586993072,0.36460727209946553,0.6550160646438599,0.7295927405357361,0.6134751439094543,0.6521716713905334,0.7837802767753601,0.6527242660522461,0.6004006862640381,0.7430034279823303,0.8294240236282349,0.6691110730171204,0.6290911436080933,0.7892319560050964,1e-05
52,0.23612353205680847,0.15459465980529785,0.07211969792842865,0.15542739095972546,0.0952601432800293,0.05243218628995454,0.9011961817741394,0.6630226969718933,0.347497542771952,0.36415795201319173,0.6531152725219727,0.7306961417198181,0.6151718497276306,0.6531074643135071,0.7823727130889893,0.6531007289886475,0.600932240486145,0.7435746192932129,0.8272087574005127,0.6693826913833618,0.6286309957504272,0.7880411744117737,1e-05
53,0.23587392270565033,0.15437157452106476,0.07206369936466217,0.15494388108378027,0.0952481907695087,0.0520215495420036,0.9002264142036438,0.662769079208374,0.3467219523105988,0.36398838145321083,0.6548905372619629,0.7321215867996216,0.6150186657905579,0.6490455865859985,0.7825022339820862,0.6527559757232666,0.6002488732337952,0.7382685542106628,0.8278602957725525,0.6692708134651184,0.6279255151748657,0.7868503928184509,1e-05
54,0.23501113057136536,0.1539803147315979,0.07162807881832123,0.1546229462125408,0.09515922383141162,0.05183769701354539,0.9011856913566589,0.6628197431564331,0.34698721000488525,0.3643192248710193,0.6536051630973816,0.7301259636878967,0.6163913011550903,0.651156485080719,0.782868504524231,0.6528652906417847,0.5999324321746826,0.740231454372406,0.8291634321212769,0.6693986654281616,0.6286309957504272,0.7873607277870178,1e-05
55,0.2342844009399414,0.15334194898605347,0.07151897251605988,0.15533712005882122,0.0951363274188184,0.052491925267586066,0.9015817046165466,0.6631373167037964,0.34715143680142213,0.364270386877524,0.6569221615791321,0.7298406958580017,0.6149638891220093,0.650822639465332,0.7832667231559753,0.653093695640564,0.6005347967147827,0.7403163313865662,0.8283815383911133,0.6695903539657593,0.6278948783874512,0.7882963418960571,1e-05
56,0.23400676250457764,0.153317391872406,0.07128295302391052,0.15464752011779528,0.09503198070312614,0.0520177343999272,0.9002960324287415,0.6623057723045349,0.34685250832171666,0.3640754193811255,0.6505171656608582,0.7310241460800171,0.6146161556243896,0.6530656218528748,0.7804726362228394,0.6529731750488281,0.600400984287262,0.7409732341766357,0.8253844380378723,0.6698300242424011,0.6279868483543396,0.7894020676612854,1e-05
57,0.23370397090911865,0.1531137228012085,0.07124102115631104,0.15418048047307711,0.09489857994798404,0.05168220556494015,0.9002907276153564,0.6638935804367065,0.34683955071251216,0.3639505572622435,0.6544541120529175,0.731626033782959,0.6138092279434204,0.6556850075721741,0.7808496952056885,0.6526723504066467,0.5999913811683655,0.7412029504776001,0.8262965679168701,0.6691110730171204,0.6272200345993042,0.788976788520813,1e-05
58,0.23322103917598724,0.15288326144218445,0.07107390463352203,0.15499198303293826,0.09498924962175426,0.0524109216101134,0.9010708928108215,0.6636479496955872,0.3471808584159506,0.36400321091085686,0.6530007719993591,0.7315306067466736,0.6137931942939758,0.6562672853469849,0.7823740839958191,0.6527459621429443,0.6006947159767151,0.7416320443153381,0.8275997042655945,0.6688873767852783,0.6282629370689392,0.7872756719589233,1e-05
59,0.23283906280994415,0.15261870622634888,0.07106973230838776,0.1549099989569009,0.09495222034739025,0.05219019070934894,0.9007870554924011,0.6636505126953125,0.3469954136455802,0.363942351085027,0.6523320078849792,0.7324119210243225,0.615069568157196,0.6547884345054626,0.7815228700637817,0.6529534459114075,0.6004642248153687,0.7410227656364441,0.8260359764099121,0.6689673066139221,0.6283242702484131,0.7882112860679626,1e-05
60,0.23249158263206482,0.15238922834396362,0.07085969299077988,0.154657198310788,0.09511755540299771,0.05213851120267341,0.9012740850448608,0.6620904207229614,0.34700515971054663,0.364460307345904,0.6517133712768555,0.7307019233703613,0.6138693690299988,0.6520770788192749,0.782096803188324,0.6527478098869324,0.6004475951194763,0.7407490611076355,0.8283815383911133,0.6691270470619202,0.6293671727180481,0.788806676864624,1e-05
61,0.23180313408374786,0.15195614099502563,0.0705806165933609,0.15413727944911415,0.09471460120446647,0.05171084214947117,0.9015227556228638,0.663417637348175,0.34710013057419603,0.36433683630114777,0.6542375087738037,0.7329216599464417,0.6144880056381226,0.652023434638977,0.7839715480804443,0.6527044177055359,0.6006553173065186,0.7394698262214661,0.8285118341445923,0.6687116622924805,0.6283242702484131,0.789146900177002,1e-05
62,0.2316841334104538,0.15182149410247803,0.07063283026218414,0.15489503507738683,0.09502509859070848,0.05219722049894618,0.9009855389595032,0.664443850517273,0.34737685080490166,0.3638767716575091,0.6548299193382263,0.7323394417762756,0.6144625544548035,0.6561434864997864,0.7807751893997192,0.6529733538627625,0.6006202697753906,0.7446460127830505,0.8246025443077087,0.669063150882721,0.6282016038894653,0.789146900177002,1e-05
63,0.2313959002494812,0.15176695585250854,0.07043759524822235,0.1546614836178609,0.09497738507256578,0.052103264563119235,0.9006788730621338,0.6638858914375305,0.34701137033493834,0.363981563879459,0.6563114523887634,0.7316049337387085,0.6155429482460022,0.6520841717720032,0.7831798791885376,0.6527239680290222,0.5998176336288452,0.740369439125061,0.8283815383911133,0.669063150882721,0.6275574564933777,0.7868503928184509,1e-05
64,0.23107923567295074,0.15144117176532745,0.07036885619163513,0.15508644449621883,0.09525878438309057,0.05231410704219519,0.9011115431785583,0.6643214225769043,0.3469484114310208,0.36449003754977843,0.6559354066848755,0.73268061876297,0.6168720126152039,0.6517975926399231,0.782846212387085,0.6526092886924744,0.6006819605827332,0.7394497990608215,0.8285118341445923,0.6687116622924805,0.6287844181060791,0.7899124026298523,1e-05
65,0.23108944296836853,0.15151742100715637,0.07034372538328171,0.15502566277091182,0.09477251679150027,0.05250746528826543,0.9009789228439331,0.6644676327705383,0.3473661855342839,0.36404927579335494,0.6551995277404785,0.7315424680709839,0.6153319478034973,0.6557965278625488,0.781882107257843,0.6528496146202087,0.6004219651222229,0.7437757849693298,0.8266875147819519,0.6689033508300781,0.6277414560317993,0.7890618443489075,1e-05
66,0.23041200637817383,0.1512402892112732,0.0701097697019577,0.1549668679041649,0.0948314100726327,0.052290712663931635,0.9006325602531433,0.6643282175064087,0.34695453590314135,0.36385725550555065,0.6543710231781006,0.7331364750862122,0.6156694889068604,0.6541360020637512,0.781825840473175,0.6529600620269775,0.5999459028244019,0.7409045100212097,0.8260359764099121,0.669063150882721,0.627802848815918,0.7879561185836792,1e-05
67,0.23047730326652527,0.15121334791183472,0.07010041177272797,0.15525656193494797,0.09501602044746058,0.05248057997938412,0.9003761410713196,0.6637378931045532,0.3468689454306472,0.3640748103379944,0.6540459990501404,0.7323395013809204,0.6158194541931152,0.6527464985847473,0.7814123630523682,0.6528064012527466,0.6006346344947815,0.7400981783866882,0.8273390531539917,0.6684240698814392,0.6285390257835388,0.7882963418960571,1.0000000000000002e-06
